REPORTING_DATE,PARTNER_ID,LOAN_ID,PRODUCT,STATUS,EXPOSURE_DRAWN,EXPOSURE_UNDRAWN,EXPOSURE,EAD,EAD_COLL,PD,LGD,SIZE,MATURITY,F_LARGE_FIN,RW,RWA
2022-12-31,ktzcp819dw5393,1485943971yssj29,INVESTMENT,Performing,75627.26418,0.0,75627.26418,75755.69139,0.0,0.0045844,0.5753,1.857938917,4.41643836,N,0.949567621,71935.15162
2022-12-31,qyuss820bp8037,4705353770uyne44,CREDIT_CARD,Performing,0.0,9575.545299,9575.545299,3913.525364,0.0,0.0387337,0.549,1.75993471,1.50136986,N,1.228196754,4806.579147
2022-12-31,uhfrr740ww2697,1834582142lzwk15,CREDIT_CARD,Performing,0.0,4308.995385,4308.995385,2878.839816,0.0,0.0087002,0.549,12.1971527,1.0,N,0.729394749,2099.810646
2022-12-31,cunmm812uo8224,2463246874vlwn31,CREDIT_CARD,Performing,543.6132822,4250.077054,4793.690337,2287.406261,0.0,0.0228939,0.549,15.95628126,1.92054795,N,1.191948699,2726.470918
2022-12-31,cwllr385vr9291,7745141079fljx94,CREDIT_CARD,Performing,0.0,9364.069381,9364.069381,3847.69349,0.0,0.0041647,0.549,0.358428529,1.0,N,0.480817985,1850.040232
2022-12-31,lllqz614oi4837,6611459369bemn27,CREDIT_CARD,Performing,48.37565485,18728.13876,18776.51442,7702.568639,0.0,0.0168013,0.549,1.244607418,1.0,N,0.902615347,6952.456666
2022-12-31,cfgdv117as6842,7221740253seuf61,REVOLVING,Performing,374494.4346,199699.4814,574193.916,492404.4437,0.0,0.018151,0.631,1.191234242,1.0,N,1.064087717,523961.5204
2022-12-31,amzlv586ao5538,3807601948zhox25,INVESTMENT,Performing,324586.4627,0.0,324586.4627,325137.6598,325137.6598,0.0233066,0.0,33.96190877,3.41917808,N,0.0,0.0
2022-12-31,ppnst872jp6084,3277037961inur18,CREDIT_CARD,Performing,3.274836492,5618.441629,5621.716465,2299.528901,0.0,0.0032119,0.549,11.12416773,1.0,N,0.427321611,982.6383954
2022-12-31,mhvgm632fc4742,3383744843yiyt80,INVESTMENT,Performing,219369.7198,0.0,219369.7198,219742.4192,0.0,0.0079737,0.5753,0.374532511,4.55616438,N,1.176781874,258588.8958
2022-12-31,uiomg975nh2591,6703557611avov26,CREDIT_CARD,Performing,0.0,4682.039478,4682.039478,1913.548246,0.0,0.0025914,0.549,73.72999176,1.0,N,0.458502073,877.3658384
2022-12-31,cypxp670ll3786,1805910641gvan25,CREDIT_CARD,Performing,783.6817784,3064.174496,3847.856274,2040.223135,0.0,0.019786,0.549,13.54942678,1.24931507,N,1.037979495,2117.709779
2022-12-31,hljrr202th8061,9976014347qgqj24,CREDIT_CARD,Performing,353.8451254,18377.09927,18730.9444,7866.492399,0.0,0.008159,0.549,128.1536143,1.49589041,N,0.944478621,7429.733889
2022-12-31,rinkr265ya8781,5575367047whnr61,REVOLVING,Performing,10053.79591,0.0,10053.79591,10120.07783,10054.32256,0.0172771,0.004099926,1.224822532,1.0,N,0.006803414,68.85108219
2022-12-31,behut281th9685,6156534689pfdl81,CREDIT_CARD,Performing,813.7394151,1114.957344,1928.696759,1273.825216,0.0,0.0216042,0.549,0.357508305,1.0,N,0.97788923,1245.65996
2022-12-31,urmtd429ew6928,2221699351gnsc78,REVOLVING,Performing,759903.9566,1151016.932,1910920.889,1410388.282,1039616.953,0.0129202,0.165881064,6.688672138,1.0,N,0.251132835,354194.8081
2022-12-31,ngokt816vp1181,1754501254kqvk55,INVESTMENT,Performing,260811.368,0.0,260811.368,261254.2465,261254.2465,0.0062849,0.0,3.393338172,1.0,N,0.0,0.0
2022-12-31,redcy687ud4973,9257461701upwo68,REVOLVING,Performing,143799.794,0.0,143799.794,145810.6585,145810.6585,0.0046456,0.0,1.24276697,1.0,N,0.0,0.0
2022-12-31,xhual274qk8237,6659256263lxid74,REVOLVING,Performing,0.0,478777.265,478777.265,266583.1811,0.0,0.0172934,0.631,3.750386366,1.0,N,1.047406321,279220.9091
2022-12-31,rlmoh475ap9297,2307705591vpxn95,REVOLVING,Performing,764204.7745,62.77727498,764267.5518,771113.0804,0.0,0.0191609,0.631,1.96790608,1.0,N,1.082704955,834887.9529
2022-12-31,afsqo231km8647,7956582502jncd30,INVESTMENT,Non Performing,589185.7919,0.0,589185.7919,589185.7919,0.009575545,1.0,0.800499987,12.58272795,2.55616438,N,0.337499988,198850.1976
2022-12-31,ayrry636ev7560,3786136276dzlb80,CREDIT_CARD,Performing,0.0,4787.77265,4787.77265,1956.762682,0.0,0.0169667,0.549,6.581465656,1.41917808,N,0.968954637,1896.014275
2022-12-31,jeasb483xe7276,2128189113plou74,CREDIT_CARD,Performing,0.0,4787.77265,4787.77265,1967.295782,0.0,0.37152,0.549,1.292459242,1.16712329,N,2.51513405,4948.012608
2022-12-31,cdltj788qq1156,9710734729gpps60,CREDIT_CARD,Performing,0.0,9364.069381,9364.069381,3942.271151,0.0,0.0336554,0.549,2.350260521,1.74794521,N,1.207684726,4761.020654
2022-12-31,njicj886sx9794,8916255515cfyg18,DEBIT_CARD,Performing,0.0,1436331.795,1436331.795,801329.5084,801329.5084,0.0074775,0.0,18.41420836,2.5,N,0.0,0.0
2022-12-31,fccsx145qa5803,4416481790vlbr56,REVOLVING,Non Performing,29184.32781,0.0,29184.32781,29184.32781,0.0,1.0,0.8312,2.353021211,1.30684932,N,0.348750147,10178.03861
